SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,Data Acquisition Time,Telemetry Hourly Rainfall (mm)
7719,Dowlaiswaram (State Govt Site),CWC,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(U),-,-,Godavari,Godavari,-,-,-,Godavari,16.93833333,81.78250000,26-07-2023 01:00,2.5
7720,Dowlaiswaram (State Govt Site),CWC,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(U),-,-,Godavari,Godavari,-,-,-,Godavari,16.93833333,81.78250000,26-07-2023 02:00,34.5
7721,Dowlaiswaram (State Govt Site),CWC,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(U),-,-,Godavari,Godavari,-,-,-,Godavari,16.93833333,81.78250000,26-07-2023 03:00,19.5
7722,Dowlaiswaram (State Govt Site),CWC,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(U),-,-,Godavari,Godavari,-,-,-,Godavari,16.93833333,81.78250000,26-07-2023 04:00,11.5
7723,Dowlaiswaram (State Govt Site),CWC,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(U),-,-,Godavari,Godavari,-,-,-,Godavari,16.93833333,81.78250000,26-07-2023 05:00,1.5
7724,Dowlaiswaram (State Govt Site),CWC,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(U),-,-,Godavari,Godavari,-,-,-,Godavari,16.93833333,81.78250000,26-07-2023 06:00,1.5
7725,Dowlaiswaram (State Govt Site),CWC,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(U),-,-,Godavari,Godavari,-,-,-,Godavari,16.93833333,81.78250000,26-07-2023 07:00,0.5
7726,Dowlaiswaram (State Govt Site),CWC,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(U),-,-,Godavari,Godavari,-,-,-,Godavari,16.93833333,81.78250000,26-07-2023 10:00,1.5
7727,Dowlaiswaram (State Govt Site),CWC,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(U),-,-,Godavari,Godavari,-,-,-,Godavari,16.93833333,81.78250000,26-07-2023 11:00,2.5
7728,Dowlaiswaram (State Govt Site),CWC,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(U),-,-,Godavari,Godavari,-,-,-,Godavari,16.93833333,81.78250000,26-07-2023 13:00,0.5
7729,Dowlaiswaram (State Govt Site),CWC,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(U),-,-,Godavari,Godavari,-,-,-,Godavari,16.93833333,81.78250000,26-07-2023 14:00,1
7730,Dowlaiswaram (State Govt Site),CWC,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(U),-,-,Godavari,Godavari,-,-,-,Godavari,16.93833333,81.78250000,28-07-2023 02:00,1.5
7731,Dowlaiswaram (State Govt Site),CWC,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(U),-,-,Godavari,Godavari,-,-,-,Godavari,16.93833333,81.78250000,28-07-2023 03:00,0.5
7732,Dowlaiswaram (State Govt Site),CWC,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(U),-,-,Godavari,Godavari,-,-,-,Godavari,16.93833333,81.78250000,31-07-2023 00:00,3
7733,Dowlaiswaram (State Govt Site),CWC,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(U),-,-,Godavari,Godavari,-,-,-,Godavari,16.93833333,81.78250000,31-07-2023 01:00,3
7734,Dowlaiswaram (State Govt Site),CWC,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(U),-,-,Godavari,Godavari,-,-,-,Godavari,16.93833333,81.78250000,31-07-2023 03:00,0.5
7735,Dowlaiswaram (State Govt Site),CWC,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(U),-,-,Godavari,Godavari,-,-,-,Godavari,16.93833333,81.78250000,31-07-2023 04:00,4.5
7736,Dowlaiswaram (State Govt Site),CWC,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(U),-,-,Godavari,Godavari,-,-,-,Godavari,16.93833333,81.78250000,31-07-2023 05:00,1
7737,Dowlaiswaram (State Govt Site),CWC,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(U),-,-,Godavari,Godavari,-,-,-,Godavari,16.93833333,81.78250000,06-08-2023 06:30,72
7738,Dowlaiswaram (State Govt Site),CWC,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(U),-,-,Godavari,Godavari,-,-,-,Godavari,16.93833333,81.78250000,09-08-2023 03:00,3
7739,Dowlaiswaram (State Govt Site),CWC,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(U),-,-,Godavari,Godavari,-,-,-,Godavari,16.93833333,81.78250000,10-08-2023 10:00,0.5
7740,Dowlaiswaram (State Govt Site),CWC,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(U),-,-,Godavari,Godavari,-,-,-,Godavari,16.93833333,81.78250000,13-08-2023 13:00,0.5
7741,Dowlaiswaram (State Govt Site),CWC,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(U),-,-,Godavari,Godavari,-,-,-,Godavari,16.93833333,81.78250000,14-08-2023 06:00,1.5
7742,Dowlaiswaram (State Govt Site),CWC,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(U),-,-,Godavari,Godavari,-,-,-,Godavari,16.93833333,81.78250000,14-08-2023 07:00,25.5
7743,Dowlaiswaram (State Govt Site),CWC,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(U),-,-,Godavari,Godavari,-,-,-,Godavari,16.93833333,81.78250000,14-08-2023 08:00,25.5
7744,Dowlaiswaram (State Govt Site),CWC,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(U),-,-,Godavari,Godavari,-,-,-,Godavari,16.93833333,81.78250000,15-08-2023 08:00,8.5
7745,Dowlaiswaram (State Govt Site),CWC,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(U),-,-,Godavari,Godavari,-,-,-,Godavari,16.93833333,81.78250000,16-08-2023 11:00,11
7746,Dowlaiswaram (State Govt Site),CWC,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(U),-,-,Godavari,Godavari,-,-,-,Godavari,16.93833333,81.78250000,18-08-2023 03:00,6.5
7747,Dowlaiswaram (State Govt Site),CWC,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(U),-,-,Godavari,Godavari,-,-,-,Godavari,16.93833333,81.78250000,18-08-2023 04:00,7
7748,Dowlaiswaram (State Govt Site),CWC,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(U),-,-,Godavari,Godavari,-,-,-,Godavari,16.93833333,81.78250000,18-08-2023 09:00,16.5
7749,Dowlaiswaram (State Govt Site),CWC,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(U),-,-,Godavari,Godavari,-,-,-,Godavari,16.93833333,81.78250000,21-08-2023 06:00,2.5
7750,Dowlaiswaram (State Govt Site),CWC,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(U),-,-,Godavari,Godavari,-,-,-,Godavari,16.93833333,81.78250000,21-08-2023 07:00,6
7751,Dowlaiswaram (State Govt Site),CWC,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(U),-,-,Godavari,Godavari,-,-,-,Godavari,16.93833333,81.78250000,22-08-2023 09:00,0.5
7752,Dowlaiswaram (State Govt Site),CWC,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(U),-,-,Godavari,Godavari,-,-,-,Godavari,16.93833333,81.78250000,22-08-2023 10:00,0.5
7753,Dowlaiswaram (State Govt Site),CWC,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(U),-,-,Godavari,Godavari,-,-,-,Godavari,16.93833333,81.78250000,24-08-2023 10:00,3
7754,Dowlaiswaram (State Govt Site),CWC,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(U),-,-,Godavari,Godavari,-,-,-,Godavari,16.93833333,81.78250000,24-08-2023 11:00,4
7755,Dowlaiswaram (State Govt Site),CWC,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(U),-,-,Godavari,Godavari,-,-,-,Godavari,16.93833333,81.78250000,24-08-2023 12:00,129.5
7756,Dowlaiswaram (State Govt Site),CWC,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(U),-,-,Godavari,Godavari,-,-,-,Godavari,16.93833333,81.78250000,24-08-2023 19:00,75
7757,Dowlaiswaram (State Govt Site),CWC,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(U),-,-,Godavari,Godavari,-,-,-,Godavari,16.93833333,81.78250000,25-08-2023 12:00,35.5
7758,Dowlaiswaram (State Govt Site),CWC,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(U),-,-,Godavari,Godavari,-,-,-,Godavari,16.93833333,81.78250000,25-08-2023 13:00,35.5
7759,Dowlaiswaram (State Govt Site),CWC,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(U),-,-,Godavari,Godavari,-,-,-,Godavari,16.93833333,81.78250000,26-08-2023 02:00,84
7760,Dowlaiswaram (State Govt Site),CWC,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(U),-,-,Godavari,Godavari,-,-,-,Godavari,16.93833333,81.78250000,26-08-2023 03:00,7.5
7761,Dowlaiswaram (State Govt Site),CWC,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(U),-,-,Godavari,Godavari,-,-,-,Godavari,16.93833333,81.78250000,26-08-2023 04:00,15.5
7762,Dowlaiswaram (State Govt Site),CWC,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(U),-,-,Godavari,Godavari,-,-,-,Godavari,16.93833333,81.78250000,26-08-2023 05:00,1.5
7763,Dowlaiswaram (State Govt Site),CWC,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(U),-,-,Godavari,Godavari,-,-,-,Godavari,16.93833333,81.78250000,26-08-2023 06:00,1.5
7764,Dowlaiswaram (State Govt Site),CWC,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(U),-,-,Godavari,Godavari,-,-,-,Godavari,16.93833333,81.78250000,26-08-2023 15:00,1
7765,Dowlaiswaram (State Govt Site),CWC,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(U),-,-,Godavari,Godavari,-,-,-,Godavari,16.93833333,81.78250000,28-08-2023 05:00,294
7766,Dowlaiswaram (State Govt Site),CWC,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(U),-,-,Godavari,Godavari,-,-,-,Godavari,16.93833333,81.78250000,02-09-2023 00:00,23
7767,Dowlaiswaram (State Govt Site),CWC,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(U),-,-,Godavari,Godavari,-,-,-,Godavari,16.93833333,81.78250000,02-09-2023 01:00,10.5
7768,Dowlaiswaram (State Govt Site),CWC,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(U),-,-,Godavari,Godavari,-,-,-,Godavari,16.93833333,81.78250000,02-09-2023 02:00,10.5
7769,Dowlaiswaram (State Govt Site),CWC,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(U),-,-,Godavari,Godavari,-,-,-,Godavari,16.93833333,81.78250000,02-09-2023 03:00,1
7770,Dowlaiswaram (State Govt Site),CWC,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(U),-,-,Godavari,Godavari,-,-,-,Godavari,16.93833333,81.78250000,02-09-2023 04:00,6
7771,Dowlaiswaram (State Govt Site),CWC,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(U),-,-,Godavari,Godavari,-,-,-,Godavari,16.93833333,81.78250000,02-09-2023 05:00,1.5
7772,Dowlaiswaram (State Govt Site),CWC,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(U),-,-,Godavari,Godavari,-,-,-,Godavari,16.93833333,81.78250000,02-09-2023 06:00,1.5
7773,Dowlaiswaram (State Govt Site),CWC,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(U),-,-,Godavari,Godavari,-,-,-,Godavari,16.93833333,81.78250000,06-09-2023 12:00,84.5
7774,Dowlaiswaram (State Govt Site),CWC,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(U),-,-,Godavari,Godavari,-,-,-,Godavari,16.93833333,81.78250000,06-09-2023 21:00,0.5
7775,Dowlaiswaram (State Govt Site),CWC,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(U),-,-,Godavari,Godavari,-,-,-,Godavari,16.93833333,81.78250000,07-09-2023 03:00,126.5
7776,Dowlaiswaram (State Govt Site),CWC,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(U),-,-,Godavari,Godavari,-,-,-,Godavari,16.93833333,81.78250000,07-09-2023 21:00,1
7777,Dowlaiswaram (State Govt Site),CWC,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(U),-,-,Godavari,Godavari,-,-,-,Godavari,16.93833333,81.78250000,07-09-2023 22:00,1
7778,Dowlaiswaram (State Govt Site),CWC,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(U),-,-,Godavari,Godavari,-,-,-,Godavari,16.93833333,81.78250000,08-09-2023 00:00,10.5
7779,Dowlaiswaram (State Govt Site),CWC,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(U),-,-,Godavari,Godavari,-,-,-,Godavari,16.93833333,81.78250000,08-09-2023 01:00,10.5
7780,Dowlaiswaram (State Govt Site),CWC,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(U),-,-,Godavari,Godavari,-,-,-,Godavari,16.93833333,81.78250000,08-09-2023 03:00,1
7781,Dowlaiswaram (State Govt Site),CWC,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(U),-,-,Godavari,Godavari,-,-,-,Godavari,16.93833333,81.78250000,09-09-2023 22:00,3.5
7782,Dowlaiswaram (State Govt Site),CWC,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(U),-,-,Godavari,Godavari,-,-,-,Godavari,16.93833333,81.78250000,09-09-2023 23:00,1
7783,Dowlaiswaram (State Govt Site),CWC,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(U),-,-,Godavari,Godavari,-,-,-,Godavari,16.93833333,81.78250000,10-09-2023 02:00,0.5
7784,Dowlaiswaram (State Govt Site),CWC,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(U),-,-,Godavari,Godavari,-,-,-,Godavari,16.93833333,81.78250000,10-09-2023 03:00,1
7785,Dowlaiswaram (State Govt Site),CWC,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(U),-,-,Godavari,Godavari,-,-,-,Godavari,16.93833333,81.78250000,11-09-2023 02:00,1.5
7786,Dowlaiswaram (State Govt Site),CWC,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(U),-,-,Godavari,Godavari,-,-,-,Godavari,16.93833333,81.78250000,11-09-2023 03:00,5
7787,Dowlaiswaram (State Govt Site),CWC,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(U),-,-,Godavari,Godavari,-,-,-,Godavari,16.93833333,81.78250000,11-09-2023 04:00,1
7788,Dowlaiswaram (State Govt Site),CWC,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(U),-,-,Godavari,Godavari,-,-,-,Godavari,16.93833333,81.78250000,11-09-2023 06:00,6
7789,Dowlaiswaram (State Govt Site),CWC,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(U),-,-,Godavari,Godavari,-,-,-,Godavari,16.93833333,81.78250000,11-09-2023 07:00,6
7790,Dowlaiswaram (State Govt Site),CWC,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(U),-,-,Godavari,Godavari,-,-,-,Godavari,16.93833333,81.78250000,11-09-2023 08:00,1.5
7791,Dowlaiswaram (State Govt Site),CWC,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(U),-,-,Godavari,Godavari,-,-,-,Godavari,16.93833333,81.78250000,20-09-2023 16:00,5.5
7792,Dowlaiswaram (State Govt Site),CWC,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(U),-,-,Godavari,Godavari,-,-,-,Godavari,16.93833333,81.78250000,20-09-2023 17:00,5.5
7793,Dowlaiswaram (State Govt Site),CWC,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(U),-,-,Godavari,Godavari,-,-,-,Godavari,16.93833333,81.78250000,20-09-2023 19:00,1.5
7794,Dowlaiswaram (State Govt Site),CWC,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(U),-,-,Godavari,Godavari,-,-,-,Godavari,16.93833333,81.78250000,21-09-2023 01:00,26.5
7795,Dowlaiswaram (State Govt Site),CWC,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(U),-,-,Godavari,Godavari,-,-,-,Godavari,16.93833333,81.78250000,21-09-2023 02:00,26.5
7796,Dowlaiswaram (State Govt Site),CWC,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(U),-,-,Godavari,Godavari,-,-,-,Godavari,16.93833333,81.78250000,22-09-2023 03:00,29.5
7797,Dowlaiswaram (State Govt Site),CWC,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(U),-,-,Godavari,Godavari,-,-,-,Godavari,16.93833333,81.78250000,23-09-2023 11:00,37
7798,Dowlaiswaram (State Govt Site),CWC,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(U),-,-,Godavari,Godavari,-,-,-,Godavari,16.93833333,81.78250000,23-09-2023 12:00,111.5
7799,Dowlaiswaram (State Govt Site),CWC,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(U),-,-,Godavari,Godavari,-,-,-,Godavari,16.93833333,81.78250000,23-09-2023 13:00,37
7800,Dowlaiswaram (State Govt Site),CWC,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(U),-,-,Godavari,Godavari,-,-,-,Godavari,16.93833333,81.78250000,23-09-2023 14:00,1.5
7801,Dowlaiswaram (State Govt Site),CWC,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(U),-,-,Godavari,Godavari,-,-,-,Godavari,16.93833333,81.78250000,24-09-2023 04:00,1
7802,Dowlaiswaram (State Govt Site),CWC,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(U),-,-,Godavari,Godavari,-,-,-,Godavari,16.93833333,81.78250000,24-09-2023 05:00,1
7803,Dowlaiswaram (State Govt Site),CWC,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(U),-,-,Godavari,Godavari,-,-,-,Godavari,16.93833333,81.78250000,24-09-2023 06:00,0.5
7804,Dowlaiswaram (State Govt Site),CWC,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(U),-,-,Godavari,Godavari,-,-,-,Godavari,16.93833333,81.78250000,24-09-2023 08:00,1
7805,Dowlaiswaram (State Govt Site),CWC,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(U),-,-,Godavari,Godavari,-,-,-,Godavari,16.93833333,81.78250000,25-09-2023 03:00,0.5
7806,Dowlaiswaram (State Govt Site),CWC,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(U),-,-,Godavari,Godavari,-,-,-,Godavari,16.93833333,81.78250000,26-09-2023 12:00,7
7807,Dowlaiswaram (State Govt Site),CWC,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(U),-,-,Godavari,Godavari,-,-,-,Godavari,16.93833333,81.78250000,26-09-2023 13:00,3.5
7808,Dowlaiswaram (State Govt Site),CWC,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(U),-,-,Godavari,Godavari,-,-,-,Godavari,16.93833333,81.78250000,28-09-2023 14:00,4.5
7809,Dowlaiswaram (State Govt Site),CWC,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(U),-,-,Godavari,Godavari,-,-,-,Godavari,16.93833333,81.78250000,28-09-2023 15:00,4.5
7810,Dowlaiswaram (State Govt Site),CWC,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(U),-,-,Godavari,Godavari,-,-,-,Godavari,16.93833333,81.78250000,28-09-2023 23:30,337.5
7811,Dowlaiswaram (State Govt Site),CWC,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(U),-,-,Godavari,Godavari,-,-,-,Godavari,16.93833333,81.78250000,01-10-2023 23:00,16.5
7812,Dowlaiswaram (State Govt Site),CWC,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(U),-,-,Godavari,Godavari,-,-,-,Godavari,16.93833333,81.78250000,02-10-2023 00:00,16.5
7813,Dowlaiswaram (State Govt Site),CWC,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(U),-,-,Godavari,Godavari,-,-,-,Godavari,16.93833333,81.78250000,02-10-2023 01:00,16.5
7814,Dowlaiswaram (State Govt Site),CWC,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(U),-,-,Godavari,Godavari,-,-,-,Godavari,16.93833333,81.78250000,02-10-2023 04:00,16.5
7815,Dowlaiswaram (State Govt Site),CWC,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(U),-,-,Godavari,Godavari,-,-,-,Godavari,16.93833333,81.78250000,02-10-2023 06:00,1
7816,Dowlaiswaram (State Govt Site),CWC,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(U),-,-,Godavari,Godavari,-,-,-,Godavari,16.93833333,81.78250000,04-11-2023 08:00,19.5
7817,Dowlaiswaram (State Govt Site),CWC,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(U),-,-,Godavari,Godavari,-,-,-,Godavari,16.93833333,81.78250000,04-11-2023 09:00,13.5
7818,Dowlaiswaram (State Govt Site),CWC,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(U),-,-,Godavari,Godavari,-,-,-,Godavari,16.93833333,81.78250000,04-11-2023 10:00,91
7819,Dowlaiswaram (State Govt Site),CWC,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(U),-,-,Godavari,Godavari,-,-,-,Godavari,16.93833333,81.78250000,04-11-2023 20:00,0.5
7820,Dowlaiswaram (State Govt Site),CWC,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(U),-,-,Godavari,Godavari,-,-,-,Godavari,16.93833333,81.78250000,04-11-2023 21:00,0.5
7821,Dowlaiswaram (State Govt Site),CWC,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(U),-,-,Godavari,Godavari,-,-,-,Godavari,16.93833333,81.78250000,06-11-2023 22:00,3
7822,Dowlaiswaram (State Govt Site),CWC,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(U),-,-,Godavari,Godavari,-,-,-,Godavari,16.93833333,81.78250000,06-11-2023 23:00,3
7823,Dowlaiswaram (State Govt Site),CWC,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(U),-,-,Godavari,Godavari,-,-,-,Godavari,16.93833333,81.78250000,07-11-2023 22:00,3.5
7824,Dowlaiswaram (State Govt Site),CWC,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(U),-,-,Godavari,Godavari,-,-,-,Godavari,16.93833333,81.78250000,07-11-2023 23:00,3.5
7825,Dowlaiswaram (State Govt Site),CWC,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(U),-,-,Godavari,Godavari,-,-,-,Godavari,16.93833333,81.78250000,21-11-2023 02:00,1
7826,Dowlaiswaram (State Govt Site),CWC,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(U),-,-,Godavari,Godavari,-,-,-,Godavari,16.93833333,81.78250000,21-11-2023 03:00,1
7827,Dowlaiswaram (State Govt Site),CWC,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(U),-,-,Godavari,Godavari,-,-,-,Godavari,16.93833333,81.78250000,21-11-2023 04:00,0.5
7828,Dowlaiswaram (State Govt Site),CWC,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(U),-,-,Godavari,Godavari,-,-,-,Godavari,16.93833333,81.78250000,21-11-2023 06:00,0.5
7829,Dowlaiswaram (State Govt Site),CWC,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(U),-,-,Godavari,Godavari,-,-,-,Godavari,16.93833333,81.78250000,21-11-2023 07:00,0.5
7830,Dowlaiswaram (State Govt Site),CWC,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(U),-,-,Godavari,Godavari,-,-,-,Godavari,16.93833333,81.78250000,21-11-2023 08:00,7
7831,Dowlaiswaram (State Govt Site),CWC,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(U),-,-,Godavari,Godavari,-,-,-,Godavari,16.93833333,81.78250000,03-12-2023 16:00,1
7832,Dowlaiswaram (State Govt Site),CWC,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(U),-,-,Godavari,Godavari,-,-,-,Godavari,16.93833333,81.78250000,03-12-2023 17:00,1
7833,Dowlaiswaram (State Govt Site),CWC,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(U),-,-,Godavari,Godavari,-,-,-,Godavari,16.93833333,81.78250000,04-12-2023 09:00,1
7834,Dowlaiswaram (State Govt Site),CWC,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(U),-,-,Godavari,Godavari,-,-,-,Godavari,16.93833333,81.78250000,04-12-2023 10:00,1
7835,Dowlaiswaram (State Govt Site),CWC,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(U),-,-,Godavari,Godavari,-,-,-,Godavari,16.93833333,81.78250000,04-12-2023 11:00,1.5
7836,Dowlaiswaram (State Govt Site),CWC,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(U),-,-,Godavari,Godavari,-,-,-,Godavari,16.93833333,81.78250000,04-12-2023 12:00,1.5
7837,Dowlaiswaram (State Govt Site),CWC,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(U),-,-,Godavari,Godavari,-,-,-,Godavari,16.93833333,81.78250000,04-12-2023 13:00,3.5
7838,Dowlaiswaram (State Govt Site),CWC,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(U),-,-,Godavari,Godavari,-,-,-,Godavari,16.93833333,81.78250000,04-12-2023 14:00,3.5
7839,Dowlaiswaram (State Govt Site),CWC,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(U),-,-,Godavari,Godavari,-,-,-,Godavari,16.93833333,81.78250000,05-12-2023 14:00,0.5
7840,Dowlaiswaram (State Govt Site),CWC,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(U),-,-,Godavari,Godavari,-,-,-,Godavari,16.93833333,81.78250000,05-12-2023 16:00,1
